foveola: {{en-noun|s|foveolae|foveolæ}}
fuck: {{en-interj}}
fuck: {{en-adv|-}}
fuck: {{en-verb}}
fuck: {{en-conj|old=1}}
fuck: {{en-noun}}
fuck: {{en-interj}}
fuck: {{en-adv|-}}
fucked: {{en-adj}}
fucker: {{en-noun}}
fucking: {{en-noun|~}}
fucking: {{en-adj|-}}
fucking: {{en-adv|-}}
fucking: {{en-noun|~}}
fucking: {{en-adj|-}}
fucking: {{en-adv|-}}
fucking: {{en-noun|~}}
fucking: {{en-adj|-}}
fucking: {{en-adv|-}}
fucking: {{en-noun|~}}
fucking: {{en-adj|-}}
fucking: {{en-adv|-}}
fuckup: {{en-noun}}
fucoid: {{en-adj}}
fucoid: {{en-noun}}
fucoidal: {{en-adj|-}}
fucose: {{en-noun}}
fucoxanthin: {{en-noun|~}}
fucus: {{en-noun|fuci|+}}
fud: {{en-noun|~}}
fuddle: {{en-verb}}
fuddle: {{en-noun|~}}
fuddling: {{en-noun|~}}
fudge: {{en-noun|~}}
fudge: {{en-verb}}
fudge: {{en-noun|~}}
fudge: {{en-verb}}
fudge: {{en-noun|~}}
fudge: {{en-verb}}
fudging: {{en-noun|~}}
fuehrer: {{en-noun}}
fuel: {{en-noun|~}}
fuel: {{en-verb|pres_ptc_qual=US|pres_ptc2=fuelling|past_qual=US|past2=fuelled}}
fuel: {{en-noun|~}}
fuel: {{en-verb|pres_ptc_qual=US|pres_ptc2=fuelling|past_qual=US|past2=fuelled}}
fueler: {{en-noun}}
fueling: {{en-noun}}
fueling: {{en-noun}}
fueller: {{en-noun}}
fuelling: {{en-noun}}
fuelwood: {{en-noun|~}}
fug: {{en-noun|~}}
fug: {{en-verb}}
fug: {{en-interj}}
fug: {{en-verb}}
fug: {{en-noun}}
fugacious: {{en-adj}}
fugacity: {{en-noun|~}}
fugal: {{en-adj|-}}
fugally: {{en-adv|?}}
fugato: {{en-noun}}
fugged: {{en-adj}}
fuggier: {{en-comparative of|fuggy}}
fuggiest: {{en-superlative of|fuggy}}
fuggily: {{en-adv}}
fugging: {{en-adj|-}}
fugging: {{en-adv|-}}
fuggy: {{en-adj|er}}
fugitive: {{en-noun}}
fugitive: {{en-adj}}
fugitive: {{en-noun}}
fugitive: {{en-adj}}
fugitively: {{en-adv}}
fugitiveness: {{en-noun|-}}
fugle: {{en-verb}}
fugleman: {{en-noun|fuglemen}}
fugu: {{en-noun|-}}
fugue: {{en-noun}}
fugue: {{en-verb}}
fuguist: {{en-noun}}
fuhrer: {{en-noun}}
fuji: {{en-noun|~}}
fuji: {{en-noun|~}}
fulcrum: {{en-noun|s|fulcra}}
fulfil: {{en-verb|++}}
fulfill: {{en-verb}}
fulfilled: {{en-adj}}
fulfilled: {{en-adj}}
fulfiller: {{en-noun}}
fulfilling: {{en-adj}}
fulfilling: {{en-noun}}
fulfillment: {{en-noun|~}}
fulfilment: {{en-noun|~}}
fulgent: {{en-adj}}
fulgently: {{en-adv}}
fulgid: {{en-adj}}
fulgurant: {{en-adj}}
fulgurate: {{en-verb}}
fulguration: {{en-noun|~}}
fulgurite: {{en-noun}}
fulgurous: {{en-adj|-}}
fulham: {{en-noun}}
fuliginous: {{en-adj}}
fuliginously: {{en-adv}}
full: {{en-adj|er}}
full: {{en-adv|-}}
full: {{en-noun}}
full: {{en-verb}}
full: {{en-verb}}
full: {{en-verb}}
full: {{en-adj|er}}
full: {{en-adv|-}}
full: {{en-noun}}
full: {{en-verb}}
full: {{en-verb}}
full: {{en-verb}}
full: {{en-adj|er}}
full: {{en-adv|-}}
full: {{en-noun}}
full: {{en-verb}}
full: {{en-verb}}
full: {{en-verb}}
fullam: {{en-noun|fullam|s}}
fullback: {{en-noun}}
fullback: {{en-noun}}
fuller: {{en-comparative of|full}}
fuller: {{en-noun}}
fuller: {{en-noun}}
fuller: {{en-verb}}
fuller: {{en-comparative of|full}}
fuller: {{en-noun}}
fuller: {{en-noun}}
fuller: {{en-verb}}
fullerene: {{en-noun}}
fullery: {{en-noun}}
fullest: {{en-superlative of|full}}
fulling: {{en-noun|-}}
fullness: {{en-noun|-|+}}
fully: {{en-adv}}
fully: {{en-verb}}
fulmar: {{en-noun}}
fulminant: {{en-adj|-}}
fulminant: {{en-noun}}
fulminate: {{en-verb}}
fulminate: {{en-noun}}
fulminate: {{en-verb}}
fulminate: {{en-noun}}
fulminating: {{en-adj}}
fulmination: {{en-noun|~}}
fulmine: {{en-verb}}
fulminic: {{en-adj|-}}
fulness: {{en-noun|-|+}}
fulsome: {{en-adj|er}}
fulsomely: {{en-adv}}
fulsomeness: {{en-noun|-}}
fulvous: {{en-adj|-}}
fumarase: {{en-noun}}
fumarate: {{en-noun}}
fumaric: {{en-adj}}
fumarole: {{en-noun}}
fumarolic: {{en-adj|-}}
fumatory: {{en-adj|-}}
fumatory: {{en-noun}}
fumble: {{en-verb}}
fumble: {{en-noun}}
fumble: {{en-noun}}
fumble: {{en-verb}}
fumble: {{en-noun}}
fumble: {{en-noun}}
fumbler: {{en-noun}}
fumbling: {{en-noun}}
fumbling: {{en-noun}}
fumblingly: {{en-adv}}
fume: {{en-noun}}
fume: {{en-verb}}
fume: {{en-noun}}
fume: {{en-verb}}
fumeless: {{en-adj|-}}
fumelike: {{en-adj}}
fumer: {{en-noun}}
fumet: {{en-noun|~}}
fumet: {{en-noun|?}}
fumette: {{en-noun|?}}
fumier: {{en-comparative of|fumy}}
fumiest: {{en-superlative of|fumy}}
fumigant: {{en-noun}}
fumigate: {{en-verb}}
fumigation: {{en-noun|~}}
fumigator: {{en-noun}}
fuming: {{en-adj}}
fuming: {{en-noun}}
fumingly: {{en-adv}}
fumitory: {{en-noun}}
fumulus: {{en-noun|fumuli}}
fumy: {{en-adj|er}}
fun: {{en-noun|-}}
fun: {{en-adj|more|funner}}
fun: {{en-verb}}
fun: {{en-noun|-}}
fun: {{en-adj|more|funner}}
fun: {{en-verb}}
funambulism: {{en-noun|-|s}}
funambulist: {{en-noun}}
function: {{en-noun}}
function: {{en-verb}}
function: {{en-noun}}
function: {{en-verb}}
functional: {{en-adj}}
functional: {{en-noun}}
functionalism: {{en-noun|~}}
functionalist: {{en-noun}}
functionalist: {{en-adj|-}}
functionalistic: {{en-adj}}
functionality: {{en-noun|~}}
functionally: {{en-adv}}
functionary: {{en-noun}}
functioning: {{en-adj}}
functioning: {{en-noun}}
functioning: {{en-adj}}
functioning: {{en-noun}}
functioning: {{en-adj}}
functioning: {{en-noun}}
functionless: {{en-adj|-}}
functor: {{en-noun}}
fund: {{en-noun}}
fund: {{en-verb}}
fund: {{en-noun}}
fund: {{en-verb}}
fundament: {{en-noun}}
fundamental: {{en-noun}}
fundamental: {{en-adj}}
fundamental: {{en-noun}}
fundamental: {{en-adj}}
fundamentalism: {{en-noun|~}}
fundamentalist: {{en-noun}}
fundamentalist: {{en-noun}}
fundamentalistic: {{en-adj}}
fundamentally: {{en-adv}}
fundamentals: {{en-plural noun}}
funded: {{en-adj}}
funded: {{en-adj}}
fundi: {{en-noun}}
fundi: {{en-noun}}
fundi: {{en-noun|-}}
fundic: {{en-adj|-}}
funding: {{en-noun|~}}
funding: {{en-noun|~}}
funds: {{en-plural noun}}
funds: {{en-plural noun}}
fundus: {{en-noun|fundi}}
funeral: {{en-noun}}
funeral: {{en-adj|-|more}}
funerary: {{en-adj|?}}
funereal: {{en-adj}}
funereally: {{en-adv}}
funest: {{en-adj}}
funfair: {{en-noun}}
fungal: {{en-adj|-}}
fungi: {{en-noun|-}}
fungibility: {{en-noun|~}}
fungible: {{en-adj}}
fungible: {{en-noun}}
fungic: {{en-adj|-}}
fungicidal: {{en-noun}}
fungicidally: {{en-adv|-}}
fungicide: {{en-noun|~}}
fungiform: {{en-adj}}
fungistatic: {{en-adj}}
fungo: {{en-noun|es}}
fungoid: {{en-adj}}
fungoid: {{en-noun}}
fungous: {{en-adj|-}}
fungus: {{en-noun|~|fungi|+}}
funicle: {{en-noun}}
funicular: {{en-adj}}
funicular: {{en-noun}}
funicular: {{en-adj}}
funicular: {{en-noun}}
funiculus: {{en-noun|funiculi}}
funk: {{en-noun|~}}
funk: {{en-verb}}
funk: {{en-noun}}
funk: {{en-noun|~}}
funk: {{en-verb}}
funk: {{en-noun|~}}
funk: {{en-verb}}
funk: {{en-noun}}
funk: {{en-noun|~}}
funk: {{en-verb}}
funker: {{en-noun}}
funkia: {{en-noun}}
funkier: {{en-comparative of|funky}}
funkiest: {{en-superlative of|funky}}
funkiness: {{en-noun|-}}
funky: {{en-adj|er|more}}
funnel: {{en-noun}}
funnel: {{en-verb|++|pres_ptc2=funneling|past2=funneled|past_ptc2=funneled}}
funnel: {{en-noun}}
funnel: {{en-noun}}
funnel: {{en-verb|++|pres_ptc2=funneling|past2=funneled|past_ptc2=funneled}}
funnel: {{en-noun}}
funnelform: {{en-adj|-}}
funneling: {{en-noun}}
funnelling: {{en-noun}}
funner: {{en-comparative of|fun#Adjective}}
funnier: {{en-comparative of|funny}}
funnies: {{en-plural noun}}
funniest: {{en-superlative of|funny}}
funnily: {{en-adv}}
funniness: {{en-noun|~}}
funny: {{en-adj|er}}
funny: {{en-noun}}
funny: {{en-adv|-}}
funny: {{en-noun}}
funny: {{en-adj|er}}
funny: {{en-noun}}
funny: {{en-adv|-}}
funny: {{en-noun}}
funnyman: {{en-noun|funnymen}}
fur: {{en-noun|~}}
fur: {{en-verb}}
fur: {{en-conjunction}}
fur: {{en-preposition}}
furan: {{en-noun}}
furane: {{en-noun}}
furanose: {{en-noun}}
furanoside: {{en-noun}}
furazolidone: {{en-noun|~}}
furbearer: {{en-noun}}
furbelow: {{en-noun}}
furbelow: {{en-verb}}
furbish: {{en-verb}}
furbished: {{en-adj}}
furbisher: {{en-noun}}
furbishing: {{en-noun}}
furcate: {{en-adj|-}}
furcate: {{en-verb}}
furcation: {{en-noun|~}}
furcula: {{en-noun|furculae|furculæ}}
furcular: {{en-adj|-}}
furculum: {{en-noun|furcula}}
furfur: {{en-noun|-|es}}
furfural: {{en-noun|~}}
furfuran: {{en-noun}}
furibund: {{en-adj}}
furioso: {{en-adv|-}}
furioso: {{en-noun}}
furioso: {{en-adv|-}}
furioso: {{en-noun}}
furious: {{en-adj}}
furl: {{en-verb}}
furlable: {{en-adj|-}}
furler: {{en-noun}}
furless: {{en-adj|-}}
furling: {{en-noun}}
furlong: {{en-noun|s|pl2qual=archaic|furlong}}
furlough: {{en-noun|~}}
furlough: {{en-verb}}
furlough: {{en-noun|~}}
furlough: {{en-verb}}
furmenty: {{en-noun|-}}
furmety: {{en-noun|-}}
furmity: {{en-noun|-}}
furnace: {{en-noun}}
furnace: {{en-verb}}
furnaced: {{en-adj|-}}
furnish: {{en-noun}}
furnish: {{en-verb}}
furnished: {{en-adj|-}}
furnished: {{en-adj|-}}
furnisher: {{en-noun}}
furnishing: {{en-noun}}
furnishings: {{en-plural noun}}
furniture: {{en-noun|-|s}}
furor: {{en-noun|~}}
furore: {{en-noun|~}}
furosemide: {{en-noun|~}}
furred: {{en-adj}}
furrier: {{en-noun}}
furrier: {{en-noun}}
furrier: {{en-comparative of|furry}}
furrier: {{en-noun}}
furrier: {{en-noun}}
furrier: {{en-comparative of|furry}}
furriery: {{en-noun|~}}
furriest: {{en-superlative of|furry}}
furrily: {{en-adv}}
furriner: {{en-noun}}
furring: {{en-noun}}
furrow: {{en-noun}}
furrow: {{en-verb}}
furrow: {{en-noun}}
furrow: {{en-verb}}
furrowed: {{en-adj}}
furrowed: {{en-adj}}
furrower: {{en-noun}}
furrowing: {{en-noun}}
furrowy: {{en-adj}}
furry: {{en-adj|er}}
furry: {{en-noun}}
further: {{en-verb}}
further: {{en-adj|-}}
further: {{en-adv|-}}
further: {{en-verb}}
further: {{en-adj|-}}
further: {{en-adv|-}}
further: {{en-verb}}
further: {{en-adj|-}}
further: {{en-adv|-}}
furtherance: {{en-noun|~}}
furtherer: {{en-noun}}
furthering: {{en-noun}}
furthermore: {{en-adv|-}}
furthermost: {{en-superlative of|far}}
furthest: {{en-superlative of|far}}
furthest: {{en-superlative of|far|POS=adverb}}
furthest: {{en-superlative of|far}}
furthest: {{en-superlative of|far|POS=adverb}}
furtive: {{en-adj}}
furtively: {{en-adv}}
furtiveness: {{en-noun|~}}
furuncle: {{en-noun}}
furunculosis: {{en-noun|~|furunculoses}}
fury: {{en-noun|~}}
fury: {{en-noun}}
furze: {{en-noun|~}}
furzy: {{en-adj}}
fusain: {{en-noun|~}}
fuscous: {{en-adj}}
fuse: {{en-noun}}
fuse: {{en-verb}}
fuse: {{en-noun}}
fuse: {{en-verb}}
fuse: {{en-noun}}
fuse: {{en-verb}}
fuse: {{en-noun}}
fuse: {{en-verb}}
fused: {{en-adj|-}}
fused: {{en-adj|-}}
fusee: {{en-noun}}
fusee: {{en-noun}}
fusee: {{en-noun}}
fuselage: {{en-noun}}
fuseless: {{en-adj|-}}
fusibility: {{en-noun|-|+}}
fusible: {{en-adj}}
fusible: {{en-noun}}
fusibly: {{en-adv|?}}
fusiform: {{en-adj}}
fusil: {{en-noun}}
fusil: {{en-noun}}
fusil: {{en-adj}}
fusile: {{en-adj}}
fusile: {{en-noun}}
fusileer: {{en-noun}}
fusilier: {{en-noun}}
fusillade: {{en-noun}}
fusillade: {{en-verb}}
fusillade: {{en-noun}}
fusillade: {{en-verb}}
fusilli: {{en-plural noun}}
fusing: {{en-noun}}
fusion: {{en-noun|~}}
fusion: {{en-verb}}
fusionist: {{en-noun}}
fuss: {{en-noun|~}}
fuss: {{en-verb}}
fuss: {{en-noun|~}}
fuss: {{en-verb}}
fussbudget: {{en-noun}}
fussbudgety: {{en-adj}}
fussed: {{en-adj}}
fusser: {{en-noun}}
fussier: {{en-comparative of|fussy}}
fussiest: {{en-superlative of|fussy}}
fussily: {{en-adv}}
fussiness: {{en-noun|-|+}}
fussing: {{en-noun}}
fusspot: {{en-noun}}
fusspot: {{en-verb|fusspots|fusspotting|fusspotted}}
fussy: {{en-adj|er}}
fustian: {{en-noun|-|s}}
fustian: {{en-adj}}
fustic: {{en-noun|-|s}}
fustier: {{en-comparative of|fusty}}
fustiest: {{en-superlative of|fusty}}
fustigate: {{en-verb}}
fustigation: {{en-noun|~}}
fustily: {{en-adv}}
fustiness: {{en-noun|-|+}}
fusty: {{en-adj|er}}
fusulinid: {{en-noun}}
futhark: {{en-noun}}
futhorc: {{en-noun}}
futhork: {{en-noun}}
futile: {{en-adj}}
futilely: {{en-adv}}
futileness: {{en-noun|-}}
futilitarian: {{en-adj}}
futilitarian: {{en-noun}}
futilitarianism: {{en-noun|-}}
futility: {{en-noun|-|+}}
futon: {{en-noun|+|futon}}
futtock: {{en-noun}}
futural: {{en-adj}}
future: {{en-noun|~}}
future: {{en-adj|-}}
future: {{en-noun|~}}
future: {{en-adj|-}}
futureless: {{en-adj|-}}
futurelessness: {{en-noun|-}}
futures: {{en-noun|futures}}
futurism: {{en-noun|~}}
futurist: {{en-noun}}
futurist: {{en-adj}}
futurist: {{en-noun}}
futurist: {{en-adj}}
futuristic: {{en-adj}}
futuristically: {{en-adv}}
futuristics: {{en-noun|-}}
futurity: {{en-noun|~}}
futurological: {{en-adj|-}}
futurologist: {{en-noun}}
futurology: {{en-noun|-|+}}
futz: {{en-noun}}
futz: {{en-verb}}
fuze: {{en-noun}}
fuze: {{en-verb}}
fuzee: {{en-noun}}
fuzil: {{en-noun}}
fuzz: {{en-noun|~}}
fuzz: {{en-verb}}
fuzz: {{en-noun|-}}
fuzzier: {{en-comparative of|fuzzy}}
fuzziest: {{en-superlative of|fuzzy}}
fuzzily: {{en-adv}}
fuzziness: {{en-noun|~}}
fuzzing: {{en-noun|-}}
fuzzy: {{en-adj|er}}
fuzzy: {{en-noun}}
fwd: {{en-adj|-}}
fwd: {{en-adv|-}}
fwd: {{en-noun}}
fwd: {{en-verb}}
fyke: {{en-noun}}
fyke: {{en-verb}}
fylfot: {{en-noun}}
fytte: {{en-noun}}
g: {{en-letter|upper=G|lower=g}}
g: {{en-number|upper=G|lower=g}}
g: {{en-noun|~}}
g: {{en-symbol}}
gab: {{en-noun|~}}
gab: {{en-verb}}
gabardine: {{en-noun|-|s}}
gabbard: {{en-noun}}
gabbart: {{en-noun}}
gabber: {{en-noun}}
gabber: {{en-noun|~}}
gabbier: {{en-comparative of|gabby}}
gabbiest: {{en-superlative of|gabby}}
gabble: {{en-verb}}
gabble: {{en-noun|-}}
gabble: {{en-verb}}
gabble: {{en-noun|-}}
gabbler: {{en-noun}}
gabbling: {{en-noun}}
gabbling: {{en-noun}}
gabbro: {{en-noun|~}}
gabbroic: {{en-adj}}
gabbroid: {{en-adj}}
gabby: {{en-adj|er}}
gabelle: {{en-noun}}
gabelled: {{en-adj|-}}
gaberdine: {{en-noun|~}}
gabfest: {{en-noun}}
gabion: {{en-noun}}
gable: {{en-noun}}
gable: {{en-noun}}
gabled: {{en-adj|-}}
gabling: {{en-noun|~}}
gaboon: {{en-noun}}
gaby: {{en-noun}}
gad: {{en-interj}}
gad: {{en-verb}}
gad: {{en-noun}}
gad: {{en-noun}}
gad: {{en-noun}}
gad: {{en-interj}}
gad: {{en-verb}}
gad: {{en-noun}}
gad: {{en-noun}}
gad: {{en-noun}}
gad: {{en-interj}}
gad: {{en-verb}}
gad: {{en-noun}}
gad: {{en-noun}}
gad: {{en-noun}}
gadabout: {{en-noun}}
gadder: {{en-noun}}
gadder: {{en-noun}}
gaddi: {{en-noun}}
gadding: {{en-noun}}
gadfly: {{en-noun}}
gadget: {{en-noun}}
gadgeteer: {{en-noun}}
gadgetry: {{en-noun|~}}
gadgety: {{en-adj}}
gadgety: {{en-adj}}
gadi: {{en-noun}}
gadid: {{en-noun}}
gadoid: {{en-adj}}
gadoid: {{en-noun}}
gadolinite: {{en-noun|~}}
gadolinium: {{en-noun|~}}
gadroon: {{en-noun}}
gadrooned: {{en-adj}}
gadrooning: {{en-noun|~}}
gadwall: {{en-noun}}
gadzookery: {{en-noun|~}}
gadzooks: {{en-interj}}
gaff: {{en-noun}}
gaff: {{en-verb}}
gaff: {{en-noun|?}}
gaff: {{en-noun}}
gaff: {{en-noun|-}}
gaffe: {{en-noun}}
gaffer: {{en-noun}}
gaffer: {{en-noun}}
gaffing: {{en-noun}}
gag: {{en-noun}}
gag: {{en-verb}}
gag: {{en-noun}}
gag: {{en-verb}}
gaga: {{en-adj}}
gaga: {{en-noun|-}}
gagaku: {{en-noun|-}}
gage: {{en-verb}}
gage: {{en-noun}}
gage: {{en-noun}}
gage: {{en-verb}}
gage: {{en-noun}}
gage: {{en-noun|?}}
gage: {{en-verb}}
gage: {{en-noun}}
gage: {{en-noun}}
gage: {{en-verb}}
gage: {{en-noun}}
gage: {{en-noun|?}}
gager: {{en-noun}}
gagger: {{en-noun}}
gagging: {{en-noun}}
gaggle: {{en-noun}}
gaggle: {{en-verb}}
gaggle: {{en-noun}}
gaggle: {{en-verb}}
gaggling: {{en-noun}}
gagman: {{en-noun|gagmen}}
gagster: {{en-noun}}
gahnite: {{en-noun|~}}
gaiety: {{en-noun|~}}
gaijin: {{en-noun|gaijin|s}}
gaillardia: {{en-noun}}
gaily: {{en-adv}}
gain: {{en-verb}}
gain: {{en-conj|old=1|past_old=gain'd}}
gain: {{en-noun|~}}
gain: {{en-prep}}
gain: {{en-adj}}
gain: {{en-adv}}
gain: {{en-noun}}
gain: {{en-verb}}
gain: {{en-conj|old=1|past_old=gain'd}}
gain: {{en-noun|~}}
gain: {{en-prep}}
gain: {{en-adj}}
gain: {{en-adv}}
gain: {{en-noun}}
gainable: {{en-adj}}
gainer: {{en-noun}}
gainful: {{en-adj}}
gainful: {{en-adj}}
gainfully: {{en-adv}}
gainfulness: {{en-noun|-}}
gaingiving: {{en-noun|~}}
gaining: {{en-noun}}
gainless: {{en-adj}}
gainlier: {{en-comparative of|gainly}}
gainliest: {{en-superlative of|gainly}}
gainly: {{en-adv|er|more}}
gainly: {{en-adj|er|more}}
gainsay: {{en-verb|gainsays|gainsaying|gainsaid}}
gainsayer: {{en-noun}}
gainsaying: {{en-noun}}
gainst: {{en-prep}}
gait: {{en-noun}}
gait: {{en-verb}}
gait: {{en-noun}}
gaited: {{en-adj|-}}
gaiter: {{en-noun}}
gaiter: {{en-verb}}
gaiter: {{en-noun}}
gal: {{en-noun|gal|s}}
gal: {{en-noun}}
gala: {{en-adj|-}}
gala: {{en-noun}}
gala: {{en-noun}}
gala: {{en-adj|-}}
gala: {{en-noun}}
gala: {{en-noun}}
galabia: {{en-noun}}
galabieh: {{en-noun}}
galabiya: {{en-noun}}
galactic: {{en-adj}}
galactorrhea: {{en-noun|~}}
galactosamine: {{en-noun|~}}
galactose: {{en-noun|~}}
galactosemia: {{en-noun|~}}
galactosemic: {{en-noun}}
galactosemic: {{en-adj|-}}
galactosidase: {{en-noun}}
galactoside: {{en-noun}}
galactosyl: {{en-noun}}
galago: {{en-noun|s|galagoes}}
galah: {{en-noun}}
galangal: {{en-noun|~}}
galantine: {{en-noun}}
galatea: {{en-noun}}
galavant: {{en-verb}}
galaxy: {{en-noun}}
galaxy: {{en-verb}}
galbanum: {{en-noun|~}}
gale: {{en-verb|past2=gole|past_ptc2=galen}}
gale: {{en-noun}}
gale: {{en-verb}}
gale: {{en-noun|?}}
gale: {{en-noun}}
galea: {{en-noun|galeae}}
galeas: {{en-noun}}
galeate: {{en-adj|-}}
galeated: {{en-adj|-}}
galena: {{en-noun|-|s|galenae}}
galenical: {{en-adj|?}}
galenical: {{en-noun}}
galenite: {{en-noun|~}}
galilee: {{en-noun}}
galingale: {{en-noun|~}}
galiot: {{en-noun}}
galipot: {{en-noun|~}}
galivant: {{en-verb}}
gall: {{en-noun|~}}
gall: {{en-verb}}
gall: {{en-noun}}
gall: {{en-verb}}
gall: {{en-noun|~}}
gall: {{en-verb}}
gall: {{en-noun}}
gall: {{en-verb}}
gallant: {{en-adj}}
gallant: {{en-adj}}
gallant: {{en-noun}}
gallant: {{en-verb}}
gallant: {{en-adj}}
gallant: {{en-adj}}
gallant: {{en-noun}}
gallant: {{en-verb}}
gallantly: {{en-adv}}
gallantry: {{en-noun|~}}
gallate: {{en-noun}}
gallbladder: {{en-noun}}
galleass: {{en-noun}}
gallein: {{en-noun|~}}
galleon: {{en-noun}}
galleria: {{en-noun}}
galleried: {{en-adj|-}}
gallery: {{en-noun}}
gallery: {{en-verb}}
gallerygoer: {{en-noun}}
galleryite: {{en-noun}}
gallet: {{en-noun}}
gallet: {{en-verb}}
galleta: {{en-noun}}
galleting: {{en-noun|-}}
galley: {{en-noun}}
gallfly: {{en-noun}}
galliard: {{en-noun|~}}
galliard: {{en-adj}}
galliass: {{en-noun}}
gallic: {{en-adj|-}}
gallic: {{en-adj|-}}
gallicism: {{en-noun}}
gallicization: {{en-noun|~}}
gallicize: {{en-verb}}
gallied: {{en-adj}}
galligaskins: {{en-plural noun}}
gallimaufry: {{en-noun|~}}
gallinaceous: {{en-adj}}
galling: {{en-adj}}
galling: {{en-noun|-}}
galling: {{en-adj}}
galling: {{en-noun|-}}
gallingly: {{en-adv}}
gallinipper: {{en-noun}}
gallinule: {{en-noun}}
galliot: {{en-noun}}
gallipot: {{en-noun}}
gallium: {{en-noun|-}}
gallivant: {{en-verb}}
gallivanting: {{en-noun}}
gallnut: {{en-noun}}
gallon: {{en-noun}}
gallonage: {{en-noun}}
galloon: {{en-noun|~}}
galloot: {{en-noun}}
gallop: {{en-noun}}
gallop: {{en-verb}}
gallop: {{en-noun}}
gallop: {{en-verb}}
gallopade: {{en-noun}}
gallopade: {{en-verb}}
galloper: {{en-noun}}
galloping: {{en-noun}}
galloping: {{en-noun}}
gallowglass: {{en-noun|+|gallowglass}}
gallows: {{en-noun|gallows|+|pl2qual=rare}}
gallstone: {{en-noun}}
galluses: {{en-plural noun}}
gally: {{en-noun}}
gally: {{en-adj}}
gally: {{en-verb}}
gally: {{en-noun|!}}
galoot: {{en-noun}}
galop: {{en-noun}}
galop: {{en-verb|pres_ptc2=galopping|past2=galopped}}
galore: {{en-adj|-}}
galore: {{en-noun}}
galore: {{en-adj|-}}
galore: {{en-noun}}
galosh: {{en-noun}}
galosh: {{en-verb}}
galoshe: {{en-noun}}
galoshed: {{en-adj|-}}
galumph: {{en-verb}}
galvanic: {{en-adj}}
galvanically: {{en-adv}}
galvanise: {{en-verb}}
galvanised: {{en-adj|-}}
galvanism: {{en-noun|-|s}}
galvanization: {{en-noun}}
galvanize: {{en-verb}}
galvanized: {{en-adj|-}}
galvanizer: {{en-noun}}
galvanizing: {{en-noun|~}}
galvanizing: {{en-noun|~}}
galvanizing: {{en-noun|~}}
galvanometer: {{en-noun}}
galvanometric: {{en-adj|-}}
galvanoscope: {{en-noun}}
galyac: {{en-noun|-}}
galyak: {{en-noun|-|s}}
gam: {{en-noun}}
gam: {{en-noun}}
gam: {{en-verb}}
gama: {{en-noun|?}}
gamashes: {{en-plural noun}}
gamay: {{en-noun}}
gamb: {{en-noun}}
gamba: {{en-noun}}
gamba: {{en-noun|?}}
gambade: {{en-noun}}
gambado: {{en-noun|s|gambadoes}}
gambado: {{en-verb}}
gambe: {{en-noun}}
gambeson: {{en-noun}}
gambier: {{en-noun|-}}
gambir: {{en-noun|-}}
gambit: {{en-noun}}
gambit: {{en-verb}}
gamble: {{en-noun}}
gamble: {{en-verb}}
gamble: {{en-noun}}
gamble: {{en-verb}}
gambler: {{en-noun}}
gambling: {{en-noun|-|s}}
gambling: {{en-noun|-|s}}
gambling: {{en-noun|-|s}}
gamboge: {{en-noun|~}}
gamboge: {{en-adj|-}}
gambol: {{en-verb|++|pres_ptc_qual=UK|pres_ptc2=gamboling|pres_ptc2_qual=US|past_qual=UK|past2=gamboled|past2_qual=US}}
gambol: {{en-noun}}
gambol: {{en-verb|++|pres_ptc_qual=UK|pres_ptc2=gamboling|pres_ptc2_qual=US|past_qual=UK|past2=gamboled|past2_qual=US}}
gambol: {{en-noun}}
gamboling: {{en-noun}}
gambolling: {{en-noun}}
gambrel: {{en-noun}}
gambrel: {{en-verb|++|pres_ptc2=gambreling|past2=gambreled}}
gambrel: {{en-noun}}
gambrel: {{en-verb|++|pres_ptc2=gambreling|past2=gambreled}}
gambusia: {{en-noun}}
game: {{en-noun|~}}
game: {{en-adj|er}}
game: {{en-verb}}
game: {{en-adj}}
game: {{en-noun|~}}
game: {{en-adj|er}}
game: {{en-verb}}
game: {{en-adj}}
game: {{en-noun|~}}
game: {{en-adj|er}}
game: {{en-verb}}
game: {{en-adj}}
gamecock: {{en-noun}}
gamekeeper: {{en-noun}}
gamelan: {{en-noun|~}}
gamelike: {{en-adj}}
gamely: {{en-adj|er|more}}
gamely: {{en-adv}}
gameness: {{en-noun|-}}
gamer: {{en-noun}}
gamer: {{en-comparative of|game}}
gamesman: {{en-noun|gamesmen}}
gamesmanship: {{en-noun|~}}
gamesome: {{en-adj}}
gamesomely: {{en-adv}}
gamesomeness: {{en-noun|-}}
gamest: {{en-superlative of|game}}
gamester: {{en-noun}}
gametangium: {{en-noun|gametangia}}
gamete: {{en-noun}}
gametic: {{en-adj|-}}
gametically: {{en-adv|-}}
gametocyte: {{en-noun}}
gametogenesis: {{en-noun|-}}
gametogenic: {{en-adj|-}}
gametogenous: {{en-adj|-}}
gametophore: {{en-noun}}
gametophyte: {{en-noun}}
gametophytic: {{en-adj|-}}
gamey: {{en-adj}}
gamic: {{en-adj|-}}
gamier: {{en-comparative of|gamey}}
gamiest: {{en-superlative of|gamey}}
gamily: {{en-adv|-}}
gamin: {{en-noun}}
gamine: {{en-noun}}
gamine: {{en-adj}}
gaminess: {{en-noun|-}}
gaming: {{en-noun|~}}
gaming: {{en-noun|~}}
gamma: {{en-noun|~}}
gammer: {{en-noun}}
